time,call_id,passenger_id,origin_floor,destination_floor,car_id
21.102,CALL000001,P00001,4,1,C3
22.357,CALL000002,P00002,8,1,C3
26.35,CALL000003,P00003,4,1,C2
34.27,CALL000004,P00004,2,1,C1
44.499,CALL000005,P00005,7,1,C1
53.166,CALL000006,P00006,3,1,C2
53.279,CALL000007,P00007,2,1,C1
62.94,CALL000008,P00008,2,1,C2
81.453,CALL000009,P00009,2,1,C3
85.404,CALL000010,P00010,7,1,C3
85.811,CALL000011,P00011,7,1,C1
88.024,CALL000012,P00012,8,1,C2
93.795,CALL000013,P00013,3,1,C3
94.596,CALL000014,P00014,5,1,C1
99.891,CALL000015,P00015,2,1,C2
105.411,CALL000016,P00016,2,1,C2
112.349,CALL000017,P00017,7,1,C3
124.31,CALL000018,P00018,3,1,C3
146.733,CALL000019,P00019,4,1,C1
148.877,CALL000020,P00020,5,1,C1
161.063,CALL000021,P00021,3,1,C3
164.265,CALL000022,P00022,7,1,C1
165.617,CALL000023,P00023,3,1,C2
171.037,CALL000024,P00024,4,1,C1
180.835,CALL000025,P00025,8,1,C2
191.52,CALL000026,P00026,8,1,C1
201.13,CALL000027,P00027,7,1,C3
202.728,CALL000028,P00028,3,1,C2
206.638,CALL000029,P00029,4,1,C1
211.308,CALL000030,P00030,4,1,C2
211.933,CALL000031,P00031,5,1,C3
212.464,CALL000032,P00032,7,1,C2
227.994,CALL000033,P00033,2,1,C1
233.824,CALL000034,P00034,8,1,C1
236.042,CALL000035,P00035,7,1,C3
237.595,CALL000036,P00036,8,1,C3
239.451,CALL000037,P00037,3,1,C2
253.072,CALL000038,P00038,2,1,C2
254.53,CALL000039,P00039,4,1,C2
259.388,CALL000040,P00040,2,1,C2
262.097,CALL000041,P00041,2,1,C2
266.525,CALL000042,P00042,6,1,C3
280.813,CALL000043,P00043,4,1,C1
280.872,CALL000044,P00044,5,1,C3
284.908,CALL000045,P00045,2,1,C1
290.093,CALL000046,P00046,3,1,C2
311.321,CALL000047,P00047,4,1,C2
320.005,CALL000048,P00048,3,1,C2
339.028,CALL000049,P00049,7,1,C1
352.717,CALL000050,P00050,3,1,C3
362.341,CALL000051,P00051,5,1,C1
382.214,CALL000052,P00052,8,1,C1
403.086,CALL000053,P00053,8,1,C1
413.068,CALL000054,P00054,6,1,C1
415.752,CALL000055,P00055,4,1,C3
423.226,CALL000056,P00056,8,1,C1
428.294,CALL000057,P00057,6,1,C3
429.523,CALL000058,P00058,5,1,C3
433.903,CALL000059,P00059,6,1,C3
442.683,CALL000060,P00060,8,1,C2
450.509,CALL000061,P00061,8,1,C2
454.148,CALL000062,P00062,2,1,C2
456.614,CALL000063,P00063,4,1,C1
456.997,CALL000064,P00064,8,1,C1
486.391,CALL000065,P00065,3,1,C3
491.945,CALL000066,P00066,7,1,C1
492.813,CALL000067,P00067,7,1,C1
503.671,CALL000068,P00068,3,1,C1
514.859,CALL000069,P00069,8,1,C2
516.147,CALL000070,P00070,2,1,C2
520.179,CALL000071,P00071,2,1,C2
528.177,CALL000072,P00072,7,1,C1
557.702,CALL000073,P00073,3,1,C1
560.308,CALL000074,P00074,7,1,C2
563.978,CALL000075,P00075,8,1,C3
571.632,CALL000076,P00076,5,1,C3
572.75,CALL000077,P00077,6,1,C2
592.131,CALL000078,P00078,7,1,C3
594.476,CALL000079,P00079,4,1,C1
597.108,CALL000080,P00080,2,1,C1
602.078,CALL000081,P00081,7,1,C3
609.991,CALL000082,P00082,3,1,C1
614.389,CALL000083,P00083,7,1,C3
621.814,CALL000084,P00084,8,1,C3
628.312,CALL000085,P00085,5,1,C1
646.089,CALL000086,P00086,6,1,C1
655.908,CALL000087,P00087,2,1,C2
677.401,CALL000088,P00088,2,1,C1
710.711,CALL000089,P00089,5,1,C2
716.439,CALL000090,P00090,5,1,C3
719.369,CALL000091,P00091,3,1,C1
752.837,CALL000092,P00092,4,1,C3
753.468,CALL000093,P00093,4,1,C1
759.499,CALL000094,P00094,4,1,C1
766.487,CALL000095,P00095,6,1,C1
768.747,CALL000096,P00096,2,1,C2
776.867,CALL000097,P00097,2,1,C2
777.87,CALL000098,P00098,7,1,C1
783.131,CALL000099,P00099,7,1,C1
797.039,CALL000100,P00100,2,1,C2
808.187,CALL000101,P00101,6,1,C1
821.442,CALL000102,P00102,3,1,C3
828.002,CALL000103,P00103,8,1,C1
842.481,CALL000104,P00104,4,1,C2
852.877,CALL000105,P00105,4,1,C2
860.581,CALL000106,P00106,8,1,C2
872.145,CALL000107,P00107,8,1,C3
876.811,CALL000108,P00108,8,1,C1
877.869,CALL000109,P00109,2,1,C1
