timestamp,event_type,car_id,floor,passenger_id,direction,load
0.315,hall_call_assigned,C1,5,P00001,,
9.192,hall_call_assigned,C2,2,P00002,,
9.973,hall_call_assigned,C3,4,P00003,,
12.815,board,C1,5,P00001,,1.0
13.968,hall_call_assigned,C2,2,P00004,,
14.192,board,C2,2,P00002,,2.0
14.192,board,C2,2,P00004,,2.0
16.936,hall_call_assigned,C2,2,P00005,,
18.592,board,C2,2,P00005,,3.0
19.998,hall_call_assigned,C3,8,P00006,,
19.973,board,C3,4,P00003,,1.0
27.592,alight,C2,1,P00002,,2.0
27.592,alight,C2,1,P00004,,1.0
27.592,alight,C2,1,P00005,,0.0
28.115000000000002,alight,C1,1,P00001,,0.0
28.881,hall_call_assigned,C1,4,P00007,,
34.673,board,C3,8,P00006,,2.0
39.615,board,C1,4,P00007,,1.0
44.026,hall_call_assigned,C3,3,P00008,,
49.535,hall_call_assigned,C3,8,P00009,,
52.415000000000006,alight,C1,1,P00007,,0.0
54.296,hall_call_assigned,C1,8,P00010,,
58.07300000000001,alight,C3,1,P00003,,1.0
58.07300000000001,alight,C3,1,P00006,,0.0
74.29599999999999,board,C1,8,P00010,,1.0
75.099,hall_call_assigned,C2,6,P00011,,
79.57300000000001,board,C3,8,P00009,,1.0
83.116,hall_call_assigned,C2,2,P00012,,
89.9,hall_call_assigned,C1,4,P00013,,
90.099,board,C2,6,P00011,,1.0
90.903,hall_call_assigned,C3,4,P00014,,
94.866,hall_call_assigned,C3,5,P00015,,
97.09599999999999,alight,C1,1,P00010,,0.0
96.77300000000001,board,C3,3,P00008,,2.0
99.854,hall_call_assigned,C3,4,P00016,,
104.302,hall_call_assigned,C3,7,P00017,,
104.799,board,C2,2,P00012,,2.0
106.47300000000001,board,C3,5,P00015,,3.0
108.976,hall_call_assigned,C1,7,P00018,,
108.59599999999999,board,C1,4,P00013,,1.0
113.19900000000001,alight,C2,1,P00011,,1.0
113.19900000000001,alight,C2,1,P00012,,0.0
113.67300000000002,board,C3,4,P00014,,5.0
113.67300000000002,board,C3,4,P00016,,5.0
120.79599999999999,board,C1,7,P00018,,2.0
126.57300000000002,board,C3,7,P00017,,6.0
130.21,hall_call_assigned,C1,8,P00019,,
134.009,hall_call_assigned,C3,7,P00020,,
141.69599999999997,alight,C1,1,P00013,,1.0
141.69599999999997,alight,C1,1,P00018,,0.0
147.192,hall_call_assigned,C2,8,P00021,,
149.87300000000002,alight,C3,1,P00009,,5.0
149.87300000000002,alight,C3,1,P00008,,4.0
149.87300000000002,alight,C3,1,P00015,,3.0
149.87300000000002,alight,C3,1,P00014,,2.0
149.87300000000002,alight,C3,1,P00016,,1.0
149.87300000000002,alight,C3,1,P00017,,0.0
159.918,hall_call_assigned,C3,4,P00022,,
163.19599999999997,board,C1,8,P00019,,1.0
164.315,hall_call_assigned,C3,4,P00023,,
167.192,board,C2,8,P00021,,1.0
169.441,hall_call_assigned,C1,2,P00024,,
168.87300000000002,board,C3,7,P00020,,1.0
170.269,hall_call_assigned,C2,6,P00025,,
181.073,board,C3,4,P00022,,3.0
181.073,board,C3,4,P00023,,3.0
185.99599999999995,alight,C1,1,P00019,,0.0
189.992,alight,C2,1,P00021,,0.0
191.156,hall_call_assigned,C3,4,P00026,,
191.898,hall_call_assigned,C1,2,P00027,,
192.49599999999995,board,C1,2,P00024,,2.0
192.49599999999995,board,C1,2,P00027,,2.0
195.77300000000002,alight,C3,1,P00020,,2.0
195.77300000000002,alight,C3,1,P00022,,1.0
195.77300000000002,alight,C3,1,P00023,,0.0
200.845,hall_call_assigned,C1,5,P00028,,
204.59599999999995,alight,C1,1,P00024,,1.0
204.59599999999995,alight,C1,1,P00027,,0.0
206.492,board,C2,6,P00025,,1.0
207.27300000000002,board,C3,4,P00026,,1.0
218.59599999999995,board,C1,5,P00028,,1.0
220.073,alight,C3,1,P00026,,0.0
221.481,hall_call_assigned,C2,5,P00029,,
224.29199999999997,alight,C2,1,P00025,,0.0
