time,call_id,passenger_id,origin_floor,destination_floor,car_id
2.319,CALL000001,P00001,5,1,C3
3.242,CALL000002,P00002,4,1,C3
3.579,CALL000003,P00003,7,1,C3
21.734,CALL000004,P00004,6,1,C2
26.189,CALL000005,P00005,7,1,C1
32.791,CALL000006,P00006,2,1,C3
36.263,CALL000007,P00007,7,1,C2
49.435,CALL000008,P00008,4,1,C3
53.114,CALL000009,P00009,8,1,C1
54.296,CALL000010,P00010,6,1,C2
63.776,CALL000011,P00011,8,1,C3
69.389,CALL000012,P00012,3,1,C1
102.3,CALL000013,P00013,7,1,C3
109.76,CALL000014,P00014,6,1,C1
116.334,CALL000015,P00015,2,1,C3
122.686,CALL000016,P00016,8,1,C1
130.873,CALL000017,P00017,8,1,C1
130.926,CALL000018,P00018,8,1,C1
133.429,CALL000019,P00019,2,1,C2
145.801,CALL000020,P00020,5,1,C1
161.589,CALL000021,P00021,4,1,C3
163.515,CALL000022,P00022,4,1,C2
171.686,CALL000023,P00023,2,1,C2
174.395,CALL000024,P00024,3,1,C3
193.711,CALL000025,P00025,6,1,C3
204.839,CALL000026,P00026,3,1,C3
208.283,CALL000027,P00027,8,1,C2
208.627,CALL000028,P00028,4,1,C1
214.788,CALL000029,P00029,8,1,C1
223.584,CALL000030,P00030,6,1,C1
224.483,CALL000031,P00031,6,1,C1
242.829,CALL000032,P00032,6,1,C2
274.334,CALL000033,P00033,2,1,C3
278.369,CALL000034,P00034,5,1,C2
295.411,CALL000035,P00035,5,1,C1
317.07,CALL000036,P00036,2,1,C2
326.159,CALL000037,P00037,6,1,C2
335.375,CALL000038,P00038,7,1,C3
337.333,CALL000039,P00039,2,1,C1
341.032,CALL000040,P00040,4,1,C1
345.7,CALL000041,P00041,7,1,C2
348.371,CALL000042,P00042,3,1,C1
348.631,CALL000043,P00043,2,1,C3
350.006,CALL000044,P00044,7,1,C2
359.208,CALL000045,P00045,7,1,C2
402.828,CALL000046,P00046,8,1,C1
426.751,CALL000047,P00047,3,1,C2
429.162,CALL000048,P00048,5,1,C3
433.683,CALL000049,P00049,3,1,C2
434.79,CALL000050,P00050,3,1,C2
442.721,CALL000051,P00051,8,1,C1
457.107,CALL000052,P00052,6,1,C1
482.631,CALL000053,P00053,6,1,C1
485.737,CALL000054,P00054,8,1,C1
496.2,CALL000055,P00055,8,1,C3
498.165,CALL000056,P00056,8,1,C2
499.45,CALL000057,P00057,4,1,C2
506.588,CALL000058,P00058,2,1,C3
515.046,CALL000059,P00059,6,1,C1
516.874,CALL000060,P00060,4,1,C1
524.48,CALL000061,P00061,4,1,C3
532.57,CALL000062,P00062,6,1,C2
537.222,CALL000063,P00063,3,1,C2
539.039,CALL000064,P00064,2,1,C3
540.481,CALL000065,P00065,7,1,C3
556.51,CALL000066,P00066,2,1,C1
564.564,CALL000067,P00067,8,1,C2
564.897,CALL000068,P00068,7,1,C1
574.939,CALL000069,P00069,5,1,C2
590.521,CALL000070,P00070,4,1,C1
599.397,CALL000071,P00071,7,1,C1
611.179,CALL000072,P00072,4,1,C1
613.984,CALL000073,P00073,3,1,C3
615.617,CALL000074,P00074,3,1,C2
621.932,CALL000075,P00075,2,1,C2
641.95,CALL000076,P00076,7,1,C1
642.559,CALL000077,P00077,8,1,C2
642.66,CALL000078,P00078,6,1,C3
644.087,CALL000079,P00079,7,1,C2
678.013,CALL000080,P00080,5,1,C2
679.581,CALL000081,P00081,6,1,C1
687.707,CALL000082,P00082,2,1,C1
687.952,CALL000083,P00083,7,1,C2
688.803,CALL000084,P00084,3,1,C3
699.029,CALL000085,P00085,4,1,C1
702.321,CALL000086,P00086,2,1,C3
704.911,CALL000087,P00087,5,1,C1
715.648,CALL000088,P00088,5,1,C3
725.732,CALL000089,P00089,4,1,C3
734.078,CALL000090,P00090,2,1,C2
735.039,CALL000091,P00091,2,1,C2
747.573,CALL000092,P00092,3,1,C2
765.482,CALL000093,P00093,6,1,C2
768.1,CALL000094,P00094,4,1,C1
781.139,CALL000095,P00095,7,1,C1
783.061,CALL000096,P00096,6,1,C1
828.871,CALL000097,P00097,4,1,C3
830.576,CALL000098,P00098,3,1,C3
834.32,CALL000099,P00099,5,1,C1
853.169,CALL000100,P00100,6,1,C1
863.101,CALL000101,P00101,6,1,C3
863.394,CALL000102,P00102,2,1,C2
865.818,CALL000103,P00103,4,1,C2
875.582,CALL000104,P00104,7,1,C2
888.878,CALL000105,P00105,6,1,C1
909.262,CALL000106,P00106,8,1,C1
915.894,CALL000107,P00107,4,1,C3
919.356,CALL000108,P00108,5,1,C1
934.067,CALL000109,P00109,6,1,C1
942.627,CALL000110,P00110,8,1,C1
945.599,CALL000111,P00111,7,1,C1
952.206,CALL000112,P00112,7,1,C2
953.2,CALL000113,P00113,6,1,C2
953.205,CALL000114,P00114,4,1,C3
960.17,CALL000115,P00115,3,1,C3
961.01,CALL000116,P00116,5,1,C1
964.214,CALL000117,P00117,4,1,C3
971.528,CALL000118,P00118,5,1,C1
972.072,CALL000119,P00119,2,1,C2
977.781,CALL000120,P00120,7,1,C3
978.575,CALL000121,P00121,3,1,C1
991.396,CALL000122,P00122,8,1,C3
991.679,CALL000123,P00123,6,1,C2
992.978,CALL000124,P00124,2,1,C1
1002.011,CALL000125,P00125,3,1,C1
1006.381,CALL000126,P00126,4,1,C3
1011.561,CALL000127,P00127,8,1,C3
1012.411,CALL000128,P00128,8,1,C3
1025.782,CALL000129,P00129,4,1,C2
1039.617,CALL000130,P00130,8,1,C3
1050.263,CALL000131,P00131,2,1,C1
1053.833,CALL000132,P00132,7,1,C1
1062.084,CALL000133,P00133,2,1,C1
1072.025,CALL000134,P00134,2,1,C2
1072.74,CALL000135,P00135,5,1,C3
