time,call_id,passenger_id,origin_floor,destination_floor,car_id
1.436,CALL000001,P00001,2,1,C1
10.134,CALL000002,P00002,3,1,C1
18.837,CALL000003,P00003,4,1,C3
24.31,CALL000004,P00004,7,1,C1
26.485,CALL000005,P00005,8,1,C1
39.545,CALL000006,P00006,2,1,C2
54.902,CALL000007,P00007,3,1,C1
55.775,CALL000008,P00008,8,1,C1
57.665,CALL000009,P00009,6,1,C1
76.345,CALL000010,P00010,2,1,C2
77.439,CALL000011,P00011,8,1,C2
104.878,CALL000012,P00012,4,1,C2
113.345,CALL000013,P00013,8,1,C2
128.9,CALL000014,P00014,4,1,C1
139.629,CALL000015,P00015,5,1,C1
145.047,CALL000016,P00016,3,1,C1
146.457,CALL000017,P00017,5,1,C1
157.532,CALL000018,P00018,4,1,C3
158.601,CALL000019,P00019,6,1,C2
160.945,CALL000020,P00020,7,1,C3
163.356,CALL000021,P00021,7,1,C2
171.766,CALL000022,P00022,4,1,C1
178.042,CALL000023,P00023,7,1,C2
181.908,CALL000024,P00024,2,1,C1
185.469,CALL000025,P00025,3,1,C1
215.171,CALL000026,P00026,5,1,C1
242.124,CALL000027,P00027,5,1,C1
262.02,CALL000028,P00028,6,1,C1
268.64,CALL000029,P00029,6,1,C1
275.364,CALL000030,P00030,5,1,C1
281.325,CALL000031,P00031,3,1,C2
281.373,CALL000032,P00032,7,1,C3
282.958,CALL000033,P00033,8,1,C3
292.386,CALL000034,P00034,4,1,C2
301.751,CALL000035,P00035,5,1,C1
304.79,CALL000036,P00036,6,1,C3
308.311,CALL000037,P00037,2,1,C1
309.078,CALL000038,P00038,4,1,C3
312.475,CALL000039,P00039,6,1,C3
312.674,CALL000040,P00040,3,1,C2
314.004,CALL000041,P00041,7,1,C3
323.125,CALL000042,P00042,4,1,C2
324.86,CALL000043,P00043,6,1,C2
327.486,CALL000044,P00044,6,1,C1
328.13,CALL000045,P00045,7,1,C2
329.766,CALL000046,P00046,8,1,C1
329.871,CALL000047,P00047,6,1,C3
341.203,CALL000048,P00048,7,1,C2
353.931,CALL000049,P00049,2,1,C3
360.041,CALL000050,P00050,5,1,C2
388.76,CALL000051,P00051,2,1,C1
392.293,CALL000052,P00052,7,1,C1
422.111,CALL000053,P00053,4,1,C1
449.854,CALL000054,P00054,3,1,C1
451.205,CALL000055,P00055,4,1,C1
472.72,CALL000056,P00056,8,1,C3
479.676,CALL000057,P00057,8,1,C1
483.644,CALL000058,P00058,5,1,C3
489.368,CALL000059,P00059,7,1,C2
492.009,CALL000060,P00060,2,1,C1
512.424,CALL000061,P00061,3,1,C2
514.698,CALL000062,P00062,6,1,C1
517.234,CALL000063,P00063,4,1,C3
517.337,CALL000064,P00064,2,1,C2
524.454,CALL000065,P00065,7,1,C1
526.031,CALL000066,P00066,7,1,C3
526.58,CALL000067,P00067,3,1,C2
527.343,CALL000068,P00068,4,1,C3
536.729,CALL000069,P00069,6,1,C3
554.138,CALL000070,P00070,3,1,C2
560.491,CALL000071,P00071,7,1,C3
567.173,CALL000072,P00072,4,1,C2
573.36,CALL000073,P00073,3,1,C1
578.846,CALL000074,P00074,8,1,C1
587.752,CALL000075,P00075,2,1,C1
590.452,CALL000076,P00076,2,1,C2
593.351,CALL000077,P00077,3,1,C1
601.64,CALL000078,P00078,3,1,C3
609.435,CALL000079,P00079,7,1,C3
609.662,CALL000080,P00080,6,1,C2
610.801,CALL000081,P00081,3,1,C2
612.549,CALL000082,P00082,4,1,C2
617.881,CALL000083,P00083,6,1,C2
618.769,CALL000084,P00084,8,1,C2
634.565,CALL000085,P00085,8,1,C1
636.449,CALL000086,P00086,3,1,C1
642.686,CALL000087,P00087,7,1,C3
655.523,CALL000088,P00088,4,1,C3
663.592,CALL000089,P00089,5,1,C2
664.173,CALL000090,P00090,4,1,C1
670.268,CALL000091,P00091,5,1,C3
671.834,CALL000092,P00092,3,1,C3
689.386,CALL000093,P00093,4,1,C1
695.865,CALL000094,P00094,7,1,C2
709.901,CALL000095,P00095,6,1,C1
714.395,CALL000096,P00096,5,1,C3
722.984,CALL000097,P00097,3,1,C1
749.128,CALL000098,P00098,6,1,C3
758.613,CALL000099,P00099,2,1,C2
762.242,CALL000100,P00100,2,1,C2
773.212,CALL000101,P00101,3,1,C1
792.464,CALL000102,P00102,7,1,C1
802.541,CALL000103,P00103,5,1,C2
807.528,CALL000104,P00104,7,1,C3
809.665,CALL000105,P00105,8,1,C1
819.316,CALL000106,P00106,8,1,C1
819.725,CALL000107,P00107,7,1,C1
827.328,CALL000108,P00108,6,1,C1
833.987,CALL000109,P00109,3,1,C2
834.474,CALL000110,P00110,8,1,C2
839.644,CALL000111,P00111,4,1,C1
856.221,CALL000112,P00112,3,1,C2
860.735,CALL000113,P00113,3,1,C3
870.058,CALL000114,P00114,8,1,C2
872.724,CALL000115,P00115,2,1,C3
894.516,CALL000116,P00116,5,1,C2
904.088,CALL000117,P00117,5,1,C2
905.706,CALL000118,P00118,3,1,C1
927.145,CALL000119,P00119,5,1,C1
934.246,CALL000120,P00120,7,1,C2
935.435,CALL000121,P00121,7,1,C3
942.944,CALL000122,P00122,2,1,C2
944.951,CALL000123,P00123,6,1,C1
955.084,CALL000124,P00124,6,1,C3
956.215,CALL000125,P00125,6,1,C2
961.037,CALL000126,P00126,2,1,C3
961.929,CALL000127,P00127,6,1,C2
967.637,CALL000128,P00128,4,1,C3
976.945,CALL000129,P00129,6,1,C1
1003.054,CALL000130,P00130,2,1,C3
1004.37,CALL000131,P00131,4,1,C2
1007.134,CALL000132,P00132,6,1,C3
1009.738,CALL000133,P00133,2,1,C2
1020.652,CALL000134,P00134,3,1,C3
1020.698,CALL000135,P00135,8,1,C1
1031.725,CALL000136,P00136,2,1,C1
1047.337,CALL000137,P00137,2,1,C2
1047.817,CALL000138,P00138,5,1,C1
1052.805,CALL000139,P00139,7,1,C1
1064.874,CALL000140,P00140,6,1,C3
1070.757,CALL000141,P00141,7,1,C2
1085.934,CALL000142,P00142,8,1,C3
1094.623,CALL000143,P00143,8,1,C1
1096.619,CALL000144,P00144,5,1,C2
1098.394,CALL000145,P00145,3,1,C2
1110.547,CALL000146,P00146,7,1,C1
1135.757,CALL000147,P00147,8,1,C1
1142.513,CALL000148,P00148,6,1,C1
1154.35,CALL000149,P00149,4,1,C1
1164.635,CALL000150,P00150,7,1,C2
1166.807,CALL000151,P00151,7,1,C1
1189.871,CALL000152,P00152,5,1,C1
1193.687,CALL000153,P00153,7,1,C2
1199.56,CALL000154,P00154,2,1,C2
1201.505,CALL000155,P00155,7,1,C1
1208.787,CALL000156,P00156,4,1,C3
1231.404,CALL000157,P00157,2,1,C3
1236.237,CALL000158,P00158,8,1,C3
1237.438,CALL000159,P00159,8,1,C3
1254.756,CALL000160,P00160,4,1,C2
1257.686,CALL000161,P00161,7,1,C2
1260.404,CALL000162,P00162,5,1,C1
1261.806,CALL000163,P00163,8,1,C3
1263.587,CALL000164,P00164,4,1,C2
1264.964,CALL000165,P00165,4,1,C1
1270.415,CALL000166,P00166,4,1,C3
1272.95,CALL000167,P00167,7,1,C3
1284.481,CALL000168,P00168,4,1,C1
1289.166,CALL000169,P00169,4,1,C1
1313.885,CALL000170,P00170,6,1,C2
1314.321,CALL000171,P00171,6,1,C2
1318.984,CALL000172,P00172,8,1,C1
1319.777,CALL000173,P00173,2,1,C3
1329.294,CALL000174,P00174,4,1,C3
1342.971,CALL000175,P00175,6,1,C2
1367.359,CALL000176,P00176,8,1,C2
1368.053,CALL000177,P00177,8,1,C2
1388.591,CALL000178,P00178,2,1,C1
1393.968,CALL000179,P00179,5,1,C2
1401.431,CALL000180,P00180,8,1,C1
1407.214,CALL000181,P00181,3,1,C1
1419.312,CALL000182,P00182,3,1,C3
1421.169,CALL000183,P00183,7,1,C2
1424.643,CALL000184,P00184,5,1,C2
1428.448,CALL000185,P00185,7,1,C1
1430.875,CALL000186,P00186,8,1,C1
1437.438,CALL000187,P00187,8,1,C3
1438.222,CALL000188,P00188,2,1,C3
1491.272,CALL000189,P00189,3,1,C3
1491.576,CALL000190,P00190,6,1,C1
1492.102,CALL000191,P00191,2,1,C2
1498.316,CALL000192,P00192,4,1,C3
1517.95,CALL000193,P00193,8,1,C1
1547.361,CALL000194,P00194,2,1,C2
1548.244,CALL000195,P00195,3,1,C2
1566.708,CALL000196,P00196,3,1,C2
1571.67,CALL000197,P00197,7,1,C3
1576.472,CALL000198,P00198,7,1,C1
1577.298,CALL000199,P00199,2,1,C2
1584.206,CALL000200,P00200,2,1,C3
1587.116,CALL000201,P00201,4,1,C1
1598.105,CALL000202,P00202,6,1,C1
1636.034,CALL000203,P00203,8,1,C1
1652.351,CALL000204,P00204,4,1,C1
1664.479,CALL000205,P00205,6,1,C2
1670.805,CALL000206,P00206,4,1,C1
1674.623,CALL000207,P00207,4,1,C1
1718.122,CALL000208,P00208,8,1,C2
1721.247,CALL000209,P00209,5,1,C2
1722.475,CALL000210,P00210,5,1,C1
1742.607,CALL000211,P00211,6,1,C1
1750.639,CALL000212,P00212,6,1,C3
1760.272,CALL000213,P00213,8,1,C2
1761.758,CALL000214,P00214,7,1,C2
1765.193,CALL000215,P00215,7,1,C3
1770.465,CALL000216,P00216,5,1,C1
1773.275,CALL000217,P00217,8,1,C3
1790.95,CALL000218,P00218,7,1,C3
1799.558,CALL000219,P00219,8,1,C2
1810.836,CALL000220,P00220,6,1,C1
1818.08,CALL000221,P00221,8,1,C3
1823.614,CALL000222,P00222,4,1,C2
1829.348,CALL000223,P00223,7,1,C1
1834.131,CALL000224,P00224,4,1,C1
1839.772,CALL000225,P00225,5,1,C3
1848.708,CALL000226,P00226,4,1,C3
1850.346,CALL000227,P00227,6,1,C2
1851.575,CALL000228,P00228,8,1,C3
1859.242,CALL000229,P00229,6,1,C1
1885.878,CALL000230,P00230,2,1,C2
1902.591,CALL000231,P00231,7,1,C3
1904.864,CALL000232,P00232,4,1,C3
1908.991,CALL000233,P00233,8,1,C2
1909.541,CALL000234,P00234,7,1,C1
1910.467,CALL000235,P00235,8,1,C1
1922.006,CALL000236,P00236,5,1,C2
1928.188,CALL000237,P00237,3,1,C1
1936.716,CALL000238,P00238,4,1,C2
1937.447,CALL000239,P00239,8,1,C1
1939.876,CALL000240,P00240,6,1,C1
1943.016,CALL000241,P00241,7,1,C3
1943.156,CALL000242,P00242,5,1,C2
1957.291,CALL000243,P00243,6,1,C2
1977.369,CALL000244,P00244,2,1,C2
1992.986,CALL000245,P00245,8,1,C1
1997.961,CALL000246,P00246,4,1,C3
2002.729,CALL000247,P00247,6,1,C2
2013.333,CALL000248,P00248,7,1,C3
2013.77,CALL000249,P00249,5,1,C2
2021.315,CALL000250,P00250,5,1,C2
2023.681,CALL000251,P00251,3,1,C3
2036.177,CALL000252,P00252,8,1,C1
2040.891,CALL000253,P00253,6,1,C3
2044.305,CALL000254,P00254,2,1,C2
2047.304,CALL000255,P00255,7,1,C2
2048.14,CALL000256,P00256,6,1,C1
2061.139,CALL000257,P00257,7,1,C2
2062.671,CALL000258,P00258,4,1,C3
2078.744,CALL000259,P00259,5,1,C2
2080.006,CALL000260,P00260,5,1,C2
2081.833,CALL000261,P00261,7,1,C2
2083.324,CALL000262,P00262,7,1,C3
2084.567,CALL000263,P00263,4,1,C3
2107.761,CALL000264,P00264,3,1,C1
2114.349,CALL000265,P00265,7,1,C3
2114.716,CALL000266,P00266,8,1,C3
2127.078,CALL000267,P00267,5,1,C2
2129.367,CALL000268,P00268,4,1,C2
2134.75,CALL000269,P00269,5,1,C2
2140.486,CALL000270,P00270,6,1,C1
2141.356,CALL000271,P00271,2,1,C1
2143.638,CALL000272,P00272,5,1,C2
2156.802,CALL000273,P00273,4,1,C2
2182.895,CALL000274,P00274,4,1,C2
2193.165,CALL000275,P00275,4,1,C1
2205.258,CALL000276,P00276,8,1,C2
2213.252,CALL000277,P00277,6,1,C1
2230.068,CALL000278,P00278,8,1,C1
2236.617,CALL000279,P00279,7,1,C2
2237.794,CALL000280,P00280,8,1,C2
2239.411,CALL000281,P00281,2,1,C2
2240.379,CALL000282,P00282,8,1,C2
2240.997,CALL000283,P00283,4,1,C1
2241.133,CALL000284,P00284,8,1,C2
2244.846,CALL000285,P00285,7,1,C3
2253.596,CALL000286,P00286,4,1,C3
2263.991,CALL000287,P00287,8,1,C1
2269.092,CALL000288,P00288,4,1,C1
2272.937,CALL000289,P00289,5,1,C2
2274.775,CALL000290,P00290,8,1,C2
