timestamp,event_type,car_id,floor,passenger_id,direction,load
3.814,hall_call_assigned,C1,8,P00001,,
7.4,hall_call_assigned,C1,4,P00002,,
18.768,hall_call_assigned,C2,5,P00003,,
23.814,board,C1,8,P00001,,1.0
31.268,board,C2,5,P00003,,1.0
38.513999999999996,board,C1,4,P00002,,2.0
40.145,hall_call_assigned,C2,8,P00004,,
41.195,hall_call_assigned,C2,8,P00005,,
43.166,hall_call_assigned,C1,5,P00006,,
46.568000000000005,alight,C2,1,P00003,,0.0
49.812,hall_call_assigned,C2,4,P00007,,
51.914,alight,C1,1,P00001,,1.0
51.914,alight,C1,1,P00002,,0.0
56.397,hall_call_assigned,C1,4,P00008,,
65.914,board,C1,5,P00006,,1.0
68.06800000000001,board,C2,8,P00004,,2.0
68.06800000000001,board,C2,8,P00005,,2.0
70.777,hall_call_assigned,C3,7,P00009,,
73.114,board,C1,4,P00008,,2.0
79.095,hall_call_assigned,C3,2,P00010,,
83.46800000000002,board,C2,4,P00007,,3.0
86.51400000000001,alight,C1,1,P00006,,1.0
86.51400000000001,alight,C1,1,P00008,,0.0
87.581,hall_call_assigned,C1,2,P00011,,
87.636,hall_call_assigned,C2,3,P00012,,
88.277,board,C3,7,P00009,,1.0
91.201,hall_call_assigned,C3,5,P00013,,
93.01400000000001,board,C1,2,P00011,,1.0
97.46800000000002,alight,C2,1,P00004,,2.0
97.46800000000002,alight,C2,1,P00005,,1.0
97.46800000000002,alight,C2,1,P00007,,0.0
97.822,hall_call_assigned,C1,4,P00014,,
100.81400000000001,alight,C1,1,P00011,,0.0
105.477,board,C3,2,P00010,,2.0
106.46800000000002,board,C2,3,P00012,,1.0
112.31400000000001,board,C1,4,P00014,,1.0
116.76800000000001,alight,C2,1,P00012,,0.0
117.677,board,C3,5,P00013,,3.0
125.114,alight,C1,1,P00014,,0.0
125.77,hall_call_assigned,C3,6,P00015,,
126.221,hall_call_assigned,C1,3,P00016,,
126.434,hall_call_assigned,C2,4,P00017,,
131.716,hall_call_assigned,C1,8,P00018,,
134.17700000000002,alight,C3,1,P00009,,2.0
134.17700000000002,alight,C3,1,P00010,,1.0
134.17700000000002,alight,C3,1,P00013,,0.0
134.114,board,C1,3,P00016,,1.0
136.434,board,C2,4,P00017,,1.0
145.317,hall_call_assigned,C2,8,P00019,,
149.23399999999998,alight,C2,1,P00017,,0.0
150.255,hall_call_assigned,C3,5,P00020,,
150.67700000000002,board,C3,6,P00015,,1.0
151.314,board,C1,8,P00018,,2.0
154.239,hall_call_assigned,C2,3,P00021,,
154.289,hall_call_assigned,C2,2,P00022,,
154.449,hall_call_assigned,C2,3,P00023,,
157.877,board,C3,5,P00020,,2.0
160.552,hall_call_assigned,C3,4,P00024,,
170.73399999999998,board,C2,8,P00019,,1.0
173.777,alight,C3,1,P00015,,1.0
173.777,alight,C3,1,P00020,,0.0
174.71399999999997,alight,C1,1,P00016,,1.0
174.71399999999997,alight,C1,1,P00018,,0.0
178.61,hall_call_assigned,C1,3,P00025,,
180.338,hall_call_assigned,C1,4,P00026,,
185.277,board,C3,4,P00024,,1.0
186.11,board,C1,3,P00025,,1.0
188.214,hall_call_assigned,C3,2,P00027,,
187.93399999999997,board,C2,3,P00021,,3.0
187.93399999999997,board,C2,3,P00023,,3.0
193.31,board,C1,4,P00026,,2.0
195.83399999999997,board,C2,2,P00022,,4.0
197.144,hall_call_assigned,C1,5,P00028,,
198.07699999999997,alight,C3,1,P00024,,0.0
204.57699999999997,board,C3,2,P00027,,1.0
205.43399999999997,alight,C2,1,P00019,,3.0
205.43399999999997,alight,C2,1,P00021,,2.0
205.43399999999997,alight,C2,1,P00023,,1.0
205.43399999999997,alight,C2,1,P00022,,0.0
206.70999999999998,alight,C1,1,P00025,,1.0
206.70999999999998,alight,C1,1,P00026,,0.0
208.31,hall_call_assigned,C3,5,P00029,,
211.173,hall_call_assigned,C2,5,P00030,,
212.37699999999995,alight,C3,1,P00027,,0.0
220.70999999999998,board,C1,5,P00028,,1.0
223.673,board,C2,5,P00030,,1.0
226.37699999999995,board,C3,5,P00029,,1.0
236.00999999999996,alight,C1,1,P00028,,0.0
238.97299999999998,alight,C2,1,P00030,,0.0
239.441,hall_call_assigned,C3,7,P00031,,
241.67699999999994,alight,C3,1,P00029,,0.0
260.6769999999999,board,C3,7,P00031,,1.0
268.078,hall_call_assigned,C1,3,P00032,,
268.458,hall_call_assigned,C3,7,P00033,,
272.316,hall_call_assigned,C1,2,P00034,,
275.578,board,C1,3,P00032,,1.0
276.445,hall_call_assigned,C2,2,P00035,,
280.9769999999999,alight,C3,1,P00031,,0.0
281.445,board,C2,2,P00035,,1.0
282.77799999999996,board,C1,2,P00034,,2.0
285.178,hall_call_assigned,C1,4,P00036,,
286.507,hall_call_assigned,C2,3,P00037,,
287.622,hall_call_assigned,C3,3,P00038,,
287.987,hall_call_assigned,C1,7,P00039,,
289.245,alight,C2,1,P00035,,0.0
290.237,hall_call_assigned,C3,5,P00040,,
291.17799999999994,alight,C1,1,P00032,,1.0
291.17799999999994,alight,C1,1,P00034,,0.0
293.124,hall_call_assigned,C2,7,P00041,,
298.081,hall_call_assigned,C1,2,P00042,,
298.245,board,C2,3,P00037,,1.0
299.9769999999999,board,C3,7,P00033,,1.0
302.67799999999994,board,C1,4,P00036,,1.0
309.6769999999999,board,C3,5,P00040,,2.0
313.057,hall_call_assigned,C2,6,P00043,,
312.945,board,C2,7,P00041,,2.0
314.916,hall_call_assigned,C3,4,P00044,,
314.87799999999993,board,C1,7,P00039,,2.0
319.3769999999999,board,C3,3,P00038,,3.0
320.145,board,C2,6,P00043,,3.0
323.095,hall_call_assigned,C2,8,P00045,,
325.856,hall_call_assigned,C3,5,P00046,,
326.5769999999999,board,C3,4,P00044,,4.0
332.0779999999999,board,C1,2,P00042,,3.0
333.7769999999999,board,C3,5,P00046,,5.0
339.145,alight,C2,1,P00037,,2.0
339.145,alight,C2,1,P00041,,1.0
339.145,alight,C2,1,P00043,,0.0
341.0779999999999,alight,C1,1,P00036,,2.0
341.0779999999999,alight,C1,1,P00039,,1.0
341.0779999999999,alight,C1,1,P00042,,0.0
351.47699999999986,alight,C3,1,P00033,,4.0
351.47699999999986,alight,C3,1,P00040,,3.0
351.47699999999986,alight,C3,1,P00038,,2.0
351.47699999999986,alight,C3,1,P00044,,1.0
351.47699999999986,alight,C3,1,P00046,,0.0
360.645,board,C2,8,P00045,,1.0
379.03,hall_call_assigned,C2,6,P00047,,
383.445,alight,C2,1,P00045,,0.0
399.945,board,C2,6,P00047,,1.0
403.771,hall_call_assigned,C2,4,P00048,,
408.587,hall_call_assigned,C1,2,P00049,,
409.857,hall_call_assigned,C1,4,P00050,,
413.587,board,C1,2,P00049,,1.0
417.745,alight,C2,1,P00047,,0.0
423.287,board,C1,4,P00050,,2.0
429.245,board,C2,4,P00048,,1.0
430.854,hall_call_assigned,C1,3,P00051,,
432.646,hall_call_assigned,C2,7,P00052,,
435.361,hall_call_assigned,C2,4,P00053,,
436.68699999999995,alight,C1,1,P00049,,1.0
436.68699999999995,alight,C1,1,P00050,,0.0
437.095,hall_call_assigned,C3,2,P00054,,
438.43,hall_call_assigned,C2,7,P00055,,
442.045,alight,C2,1,P00048,,0.0
442.095,board,C3,2,P00054,,1.0
445.68699999999995,board,C1,3,P00051,,1.0
449.727,hall_call_assigned,C1,4,P00056,,
449.89500000000004,alight,C3,1,P00054,,0.0
450.459,hall_call_assigned,C1,8,P00057,,
452.912,hall_call_assigned,C1,7,P00058,,
453.545,board,C2,4,P00053,,1.0
455.98699999999997,alight,C1,1,P00051,,0.0
456.846,hall_call_assigned,C2,8,P00059,,
456.944,hall_call_assigned,C2,8,P00060,,
465.745,board,C2,7,P00052,,3.0
465.745,board,C2,7,P00055,,3.0
467.48699999999997,board,C1,4,P00056,,1.0
471.856,hall_call_assigned,C3,3,P00061,,
473.645,board,C2,8,P00059,,5.0
473.645,board,C2,8,P00060,,5.0
480.018,hall_call_assigned,C2,7,P00062,,
479.356,board,C3,3,P00061,,1.0
479.68699999999995,board,C1,7,P00058,,2.0
486.88699999999994,board,C1,8,P00057,,3.0
489.656,alight,C3,1,P00061,,0.0
497.063,hall_call_assigned,C1,8,P00063,,
499.54499999999996,alight,C2,1,P00053,,4.0
499.54499999999996,alight,C2,1,P00052,,3.0
499.54499999999996,alight,C2,1,P00055,,2.0
499.54499999999996,alight,C2,1,P00059,,1.0
499.54499999999996,alight,C2,1,P00060,,0.0
505.178,hall_call_assigned,C1,6,P00064,,
505.24,hall_call_assigned,C1,8,P00065,,
510.88699999999994,alight,C1,1,P00056,,2.0
