timestamp,event_type,car_id,floor,passenger_id,direction,load
28.82,hall_call_assigned,C2,8,H00001,,
48.82,board,C2,8,H00001,,1.0
71.62,alight,C2,1,H00001,,0.0
147.879,hall_call_assigned,C1,5,H00002,,
160.379,board,C1,5,H00002,,1.0
175.67899999999997,alight,C1,1,H00002,,0.0
192.348,hall_call_assigned,C1,2,H00003,,
197.348,board,C1,2,H00003,,1.0
205.148,alight,C1,1,H00003,,0.0
206.383,hall_call_assigned,C1,4,H00004,,
216.648,board,C1,4,H00004,,1.0
229.44799999999998,alight,C1,1,H00004,,0.0
262.001,hall_call_assigned,C1,4,H00005,,
265.802,hall_call_assigned,C3,4,H00006,,
272.001,board,C1,4,H00005,,1.0
275.802,board,C3,4,H00006,,1.0
284.801,alight,C1,1,H00005,,0.0
288.60200000000003,alight,C3,1,H00006,,0.0
325.036,hall_call_assigned,C3,5,H00007,,
337.536,board,C3,5,H00007,,1.0
352.836,alight,C3,1,H00007,,0.0
354.254,hall_call_assigned,C1,5,H00008,,
366.754,board,C1,5,H00008,,1.0
382.05400000000003,alight,C1,1,H00008,,0.0
414.895,hall_call_assigned,C1,6,H00009,,
429.895,board,C1,6,H00009,,1.0
442.313,hall_call_assigned,C2,7,H00010,,
447.695,alight,C1,1,H00009,,0.0
459.813,board,C2,7,H00010,,1.0
480.113,alight,C2,1,H00010,,0.0
798.547,hall_call_assigned,C2,7,H00011,,
816.047,board,C2,7,H00011,,1.0
836.3470000000001,alight,C2,1,H00011,,0.0
879.835,hall_call_assigned,C2,8,H00012,,
899.835,board,C2,8,H00012,,1.0
922.6350000000001,alight,C2,1,H00012,,0.0
951.551,hall_call_assigned,C1,3,H00013,,
959.051,board,C1,3,H00013,,1.0
974.3510000000001,alight,C1,7,H00013,,0.0
1116.292,hall_call_assigned,C2,3,H00014,,
1123.792,board,C2,3,H00014,,1.0
1141.5919999999999,alight,C2,8,H00014,,0.0
1152.598,hall_call_assigned,C3,3,H00015,,
1160.098,board,C3,3,H00015,,1.0
1166.759,hall_call_assigned,C3,6,H00016,,
1175.398,alight,C3,7,H00015,,0.0
1181.898,board,C3,6,H00016,,1.0
1188.149,hall_call_assigned,C1,3,H00017,,
1189.75,hall_call_assigned,C2,3,H00018,,
1194.004,hall_call_assigned,C3,3,H00019,,
1195.649,board,C1,3,H00017,,1.0
1199.6979999999999,alight,C3,1,H00016,,0.0
1199.0,board,C2,3,H00018,,1.0
1205.9489999999998,alight,C1,1,H00017,,0.0
1208.6979999999999,board,C3,3,H00019,,1.0
1214.692,hall_call_assigned,C3,3,H00020,,
1216.8,alight,C2,8,H00018,,0.0
1218.9979999999998,alight,C3,1,H00019,,0.0
1227.9979999999998,board,C3,3,H00020,,1.0
1238.2979999999998,alight,C3,1,H00020,,0.0
1239.465,hall_call_assigned,C1,5,H00021,,
1251.965,board,C1,5,H00021,,1.0
1267.2649999999999,alight,C1,1,H00021,,0.0
1269.72,hall_call_assigned,C2,3,H00022,,
1277.22,board,C2,3,H00022,,1.0
1290.003,hall_call_assigned,C2,8,H00023,,
1295.02,alight,C2,8,H00022,,0.0
1295.02,board,C2,8,H00023,,1.0
1308.343,hall_call_assigned,C1,3,H00024,,
1315.843,board,C1,3,H00024,,1.0
1320.82,alight,C2,1,H00023,,0.0
1330.747,hall_call_assigned,C1,6,H00025,,
1331.143,alight,C1,7,H00024,,0.0
1337.643,board,C1,6,H00025,,1.0
1355.443,alight,C1,1,H00025,,0.0
1398.118,hall_call_assigned,C2,8,H00026,,
1399.497,hall_call_assigned,C1,3,H00027,,
1406.997,board,C1,3,H00027,,1.0
1417.297,alight,C1,1,H00027,,0.0
1418.118,board,C2,8,H00026,,1.0
1425.271,hall_call_assigned,C1,3,H00028,,
1430.63,hall_call_assigned,C3,3,H00029,,
1432.771,board,C1,3,H00028,,1.0
1438.13,board,C3,3,H00029,,1.0
1440.918,alight,C2,1,H00026,,0.0
1442.944,hall_call_assigned,C3,3,H00030,,
1443.071,alight,C1,1,H00028,,0.0
1448.43,alight,C3,1,H00029,,0.0
1457.43,board,C3,3,H00030,,1.0
1472.73,alight,C3,7,H00030,,0.0
1483.455,hall_call_assigned,C2,3,H00031,,
1490.955,board,C2,3,H00031,,1.0
1506.435,hall_call_assigned,C2,3,H00032,,
1508.7549999999999,alight,C2,8,H00031,,0.0
1510.77,hall_call_assigned,C1,3,H00033,,
1511.81,hall_call_assigned,C1,3,H00034,,
1512.107,hall_call_assigned,C1,3,H00035,,
1518.27,board,C1,3,H00033,,3.0
1518.27,board,C1,3,H00034,,3.0
1518.27,board,C1,3,H00035,,3.0
1520.823,hall_call_assigned,C1,3,H00036,,
1523.37,board,C1,3,H00036,,4.0
1525.2549999999999,board,C2,3,H00032,,1.0
1534.062,hall_call_assigned,C1,3,H00037,,
1536.1699999999998,alight,C1,6,H00034,,3.0
1540.436,hall_call_assigned,C3,3,H00038,,
1540.5549999999998,alight,C2,7,H00032,,0.0
1547.6699999999998,board,C1,3,H00037,,4.0
1547.936,board,C3,3,H00038,,1.0
1553.04,hall_call_assigned,C1,3,H00039,,
1558.2359999999999,alight,C3,1,H00038,,0.0
1559.928,hall_call_assigned,C3,3,H00040,,
1560.4699999999998,alight,C1,6,H00037,,3.0
1561.666,hall_call_assigned,C3,3,H00041,,
1567.428,board,C3,3,H00040,,2.0
1567.428,board,C3,3,H00041,,2.0
1571.9699999999998,board,C1,3,H00039,,4.0
1583.928,alight,C3,6,H00040,,1.0
1587.2699999999998,alight,C1,7,H00035,,3.0
1595.5699999999997,alight,C1,8,H00033,,2.0
1595.5699999999997,alight,C1,8,H00036,,1.0
1595.5699999999997,alight,C1,8,H00039,,0.0
1601.028,alight,C3,1,H00041,,0.0
1617.417,hall_call_assigned,C3,3,H00042,,
1621.089,hall_call_assigned,C2,3,H00043,,
1624.917,board,C3,3,H00042,,1.0
1628.589,board,C2,3,H00043,,1.0
1631.929,hall_call_assigned,C2,3,H00044,,
1632.457,hall_call_assigned,C1,8,H00045,,
1633.24,hall_call_assigned,C2,3,H00046,,
1635.2169999999999,alight,C3,1,H00042,,0.0
1641.389,alight,C2,6,H00043,,0.0
1652.889,board,C2,3,H00044,,2.0
1652.889,board,C2,3,H00046,,2.0
1657.071,hall_call_assigned,C2,3,H00047,,
1661.5,board,C1,8,H00045,,1.0
1664.205,hall_call_assigned,C1,3,H00048,,
1664.489,alight,C2,1,H00044,,1.0
1664.489,alight,C2,1,H00046,,0.0
1666.57,hall_call_assigned,C3,3,H00049,,
1673.489,board,C2,3,H00047,,1.0
1674.07,board,C3,3,H00049,,1.0
1678.026,hall_call_assigned,C3,3,H00050,,
1683.789,alight,C2,1,H00047,,0.0
1684.3,alight,C1,1,H00045,,0.0
1684.37,alight,C3,1,H00049,,0.0
1685.073,hall_call_assigned,C2,3,H00051,,
1688.325,hall_call_assigned,C2,3,H00052,,
1693.3,board,C1,3,H00048,,1.0
1693.37,board,C3,3,H00050,,1.0
1692.789,board,C2,3,H00051,,2.0
1692.789,board,C2,3,H00052,,2.0
1694.859,hall_call_assigned,C3,2,H00053,,
1699.951,hall_call_assigned,C1,3,H00054,,
1700.57,board,C3,2,H00053,,2.0
1703.6,alight,C1,1,H00048,,0.0
1704.853,hall_call_assigned,C2,3,H00055,,
1708.457,hall_call_assigned,C2,3,H00056,,
1708.97,alight,C3,1,H00050,,1.0
1708.97,alight,C3,1,H00053,,0.0
1711.789,alight,C2,7,H00051,,1.0
1712.6,board,C1,3,H00054,,1.0
1715.108,hall_call_assigned,C1,3,H00057,,
1715.614,hall_call_assigned,C1,3,H00058,,
1717.482,hall_call_assigned,C1,3,H00059,,
1720.203,hall_call_assigned,C3,3,H00060,,
1726.932,hall_call_assigned,C2,3,H00061,,
1726.999,hall_call_assigned,C2,3,H00062,,
1725.789,board,C2,3,H00055,,3.0
1725.789,board,C2,3,H00056,,3.0
1727.703,board,C3,3,H00060,,1.0
1730.3999999999999,alight,C1,8,H00054,,0.0
1730.189,board,C2,3,H00061,,5.0
1730.189,board,C2,3,H00062,,5.0
1735.551,hall_call_assigned,C3,3,H00063,,
1738.003,alight,C3,1,H00060,,0.0
1738.343,hall_call_assigned,C2,3,H00064,,
1742.328,hall_call_assigned,C2,3,H00065,,
1742.9890000000003,alight,C2,1,H00052,,4.0
1742.9890000000003,alight,C2,1,H00055,,3.0
1742.9890000000003,alight,C2,1,H00056,,2.0
1742.9890000000003,alight,C2,1,H00062,,1.0
1743.26,hall_call_assigned,C3,3,H00066,,
1743.359,hall_call_assigned,C2,3,H00067,,
1745.148,hall_call_assigned,C2,3,H00068,,
1747.003,board,C3,3,H00063,,2.0
1747.003,board,C3,3,H00066,,2.0
1746.8999999999999,board,C1,3,H00057,,3.0
1746.8999999999999,board,C1,3,H00058,,3.0
