timestamp,event_type,car_id,floor,passenger_id,direction,load
0.315,hall_call_assigned,C3,5,P00001,,
9.192,hall_call_assigned,C1,2,P00002,,
9.973,hall_call_assigned,C1,4,P00003,,
12.815,board,C3,5,P00001,,1.0
13.968,hall_call_assigned,C2,2,P00004,,
14.192,board,C1,2,P00002,,1.0
16.936,hall_call_assigned,C1,2,P00005,,
18.968,board,C2,2,P00004,,1.0
19.998,hall_call_assigned,C3,8,P00006,,
23.892,board,C1,4,P00003,,2.0
26.768,alight,C2,1,P00004,,0.0
28.115000000000002,alight,C3,1,P00001,,0.0
28.881,hall_call_assigned,C1,4,P00007,,
33.592,board,C1,2,P00005,,3.0
43.292,board,C1,4,P00007,,4.0
44.026,hall_call_assigned,C2,3,P00008,,
49.535,hall_call_assigned,C1,8,P00009,,
49.615,board,C3,8,P00006,,1.0
51.526,board,C2,3,P00008,,1.0
54.296,hall_call_assigned,C3,8,P00010,,
57.892,alight,C1,1,P00002,,3.0
57.892,alight,C1,1,P00003,,2.0
57.892,alight,C1,1,P00005,,1.0
57.892,alight,C1,1,P00007,,0.0
61.82600000000001,alight,C2,1,P00008,,0.0
72.41499999999999,alight,C3,1,P00006,,0.0
75.099,hall_call_assigned,C1,6,P00011,,
79.392,board,C1,8,P00009,,1.0
83.116,hall_call_assigned,C2,2,P00012,,
88.116,board,C2,2,P00012,,1.0
89.092,board,C1,6,P00011,,2.0
89.9,hall_call_assigned,C2,4,P00013,,
90.903,hall_call_assigned,C3,4,P00014,,
93.91499999999999,board,C3,8,P00010,,1.0
94.866,hall_call_assigned,C1,5,P00015,,
97.816,board,C2,4,P00013,,2.0
99.854,hall_call_assigned,C2,4,P00016,,
101.516,board,C2,4,P00016,,3.0
104.302,hall_call_assigned,C3,7,P00017,,
107.492,alight,C1,1,P00009,,1.0
107.492,alight,C1,1,P00011,,0.0
108.976,hall_call_assigned,C2,7,P00018,,
108.615,board,C3,4,P00014,,2.0
115.516,alight,C2,1,P00012,,2.0
115.516,alight,C2,1,P00013,,1.0
115.516,alight,C2,1,P00016,,0.0
120.815,board,C3,7,P00017,,3.0
121.492,board,C1,5,P00015,,1.0
130.21,hall_call_assigned,C3,8,P00019,,
134.009,hall_call_assigned,C3,7,P00020,,
134.51600000000002,board,C2,7,P00018,,1.0
136.792,alight,C1,1,P00015,,0.0
142.315,alight,C3,1,P00010,,2.0
142.315,alight,C3,1,P00014,,1.0
142.315,alight,C3,1,P00017,,0.0
147.192,hall_call_assigned,C2,8,P00021,,
154.816,alight,C2,1,P00018,,0.0
159.918,hall_call_assigned,C1,4,P00022,,
161.315,board,C3,7,P00020,,1.0
164.315,hall_call_assigned,C2,4,P00023,,
168.515,board,C3,8,P00019,,2.0
169.441,hall_call_assigned,C2,2,P00024,,
170.269,hall_call_assigned,C1,6,P00025,,
169.918,board,C1,4,P00022,,1.0
176.316,board,C2,8,P00021,,1.0
179.618,board,C1,6,P00025,,2.0
191.156,hall_call_assigned,C3,4,P00026,,
191.016,board,C2,4,P00023,,2.0
191.898,hall_call_assigned,C1,2,P00027,,
191.91499999999996,alight,C3,1,P00020,,1.0
191.91499999999996,alight,C3,1,P00019,,0.0
198.01799999999997,alight,C1,1,P00022,,1.0
198.01799999999997,alight,C1,1,P00025,,0.0
200.845,hall_call_assigned,C1,5,P00028,,
200.71599999999998,board,C2,2,P00024,,3.0
203.41499999999996,board,C3,4,P00026,,1.0
204.51799999999997,board,C1,2,P00027,,1.0
209.71599999999998,alight,C2,1,P00021,,2.0
209.71599999999998,alight,C2,1,P00023,,1.0
209.71599999999998,alight,C2,1,P00024,,0.0
216.21499999999995,alight,C3,1,P00026,,0.0
216.71799999999996,board,C1,5,P00028,,2.0
221.481,hall_call_assigned,C1,5,P00029,,
227.707,hall_call_assigned,C1,8,P00030,,
231.928,hall_call_assigned,C2,6,P00031,,
232.61799999999994,alight,C1,1,P00027,,1.0
232.61799999999994,alight,C1,1,P00028,,0.0
235.555,hall_call_assigned,C2,5,P00032,,
246.61799999999994,board,C1,5,P00029,,1.0
246.928,board,C2,6,P00031,,1.0
254.128,board,C2,5,P00032,,2.0
258.8179999999999,board,C1,8,P00030,,2.0
266.482,hall_call_assigned,C1,2,P00033,,
266.555,hall_call_assigned,C1,8,P00034,,
270.02799999999996,alight,C2,1,P00031,,1.0
270.02799999999996,alight,C2,1,P00032,,0.0
270.891,hall_call_assigned,C2,6,P00035,,
273.175,hall_call_assigned,C3,2,P00036,,
277.8,hall_call_assigned,C3,6,P00037,,
278.175,board,C3,2,P00036,,1.0
282.2179999999999,alight,C1,1,P00029,,1.0
282.2179999999999,alight,C1,1,P00030,,0.0
284.722,hall_call_assigned,C3,3,P00038,,
286.963,hall_call_assigned,C2,6,P00039,,
286.52799999999996,board,C2,6,P00035,,1.0
290.22799999999995,board,C2,6,P00039,,2.0
292.302,hall_call_assigned,C2,5,P00040,,
292.875,board,C3,6,P00037,,2.0
297.42799999999994,board,C2,5,P00040,,3.0
303.7179999999999,board,C1,8,P00034,,1.0
305.075,board,C3,3,P00038,,3.0
313.92799999999994,alight,C2,1,P00035,,2.0
313.92799999999994,alight,C2,1,P00039,,1.0
313.92799999999994,alight,C2,1,P00040,,0.0
316.575,alight,C3,1,P00036,,2.0
316.575,alight,C3,1,P00037,,1.0
316.575,alight,C3,1,P00038,,0.0
323.708,hall_call_assigned,C2,3,P00041,,
323.4179999999999,board,C1,2,P00033,,2.0
331.81799999999987,alight,C1,1,P00034,,1.0
331.81799999999987,alight,C1,1,P00033,,0.0
331.208,board,C2,3,P00041,,1.0
332.552,hall_call_assigned,C1,2,P00042,,
338.31799999999987,board,C1,2,P00042,,1.0
341.50800000000004,alight,C2,1,P00041,,0.0
346.1179999999999,alight,C1,1,P00042,,0.0
355.102,hall_call_assigned,C1,6,P00043,,
362.541,hall_call_assigned,C1,2,P00044,,
367.869,hall_call_assigned,C2,5,P00045,,
369.441,hall_call_assigned,C1,6,P00046,,
370.102,board,C1,6,P00043,,2.0
370.102,board,C1,6,P00046,,2.0
374.017,hall_call_assigned,C2,7,P00047,,
375.166,hall_call_assigned,C3,4,P00048,,
375.979,hall_call_assigned,C1,6,P00049,,
377.50199999999995,board,C1,6,P00049,,3.0
379.227,hall_call_assigned,C3,6,P00050,,
379.295,hall_call_assigned,C3,7,P00051,,
380.369,board,C2,5,P00045,,1.0
381.527,hall_call_assigned,C1,3,P00052,,
382.257,hall_call_assigned,C1,4,P00053,,
385.166,board,C3,4,P00048,,1.0
386.169,hall_call_assigned,C2,6,P00054,,
390.069,board,C2,7,P00047,,2.0
391.332,hall_call_assigned,C2,6,P00055,,
392.20199999999994,board,C1,2,P00044,,4.0
394.866,board,C3,6,P00050,,2.0
397.269,board,C2,6,P00054,,4.0
397.269,board,C2,6,P00055,,4.0
401.90199999999993,board,C1,4,P00053,,5.0
402.066,board,C3,7,P00051,,3.0
405.294,hall_call_assigned,C1,4,P00056,,
409.1019999999999,board,C1,3,P00052,,6.0
416.3019999999999,board,C1,4,P00056,,7.0
417.56899999999996,alight,C2,1,P00045,,3.0
417.56899999999996,alight,C2,1,P00047,,2.0
417.56899999999996,alight,C2,1,P00054,,1.0
417.56899999999996,alight,C2,1,P00055,,0.0
420.901,hall_call_assigned,C3,2,P00057,,
423.566,alight,C3,1,P00048,,2.0
423.566,alight,C3,1,P00050,,1.0
423.566,alight,C3,1,P00051,,0.0
429.016,hall_call_assigned,C3,5,P00058,,
429.595,hall_call_assigned,C3,5,P00059,,
430.066,board,C3,2,P00057,,1.0
432.7019999999999,alight,C1,1,P00043,,6.0
432.7019999999999,alight,C1,1,P00046,,5.0
432.7019999999999,alight,C1,1,P00049,,4.0
432.7019999999999,alight,C1,1,P00044,,3.0
432.7019999999999,alight,C1,1,P00053,,2.0
432.7019999999999,alight,C1,1,P00052,,1.0
432.7019999999999,alight,C1,1,P00056,,0.0
439.468,hall_call_assigned,C3,7,P00060,,
442.26599999999996,board,C3,5,P00058,,3.0
442.26599999999996,board,C3,5,P00059,,3.0
453.2,hall_call_assigned,C3,8,P00061,,
452.66599999999994,board,C3,7,P00060,,4.0
459.86599999999993,board,C3,8,P00061,,5.0
475.9,hall_call_assigned,C2,3,P00062,,
480.374,hall_call_assigned,C1,4,P00063,,
483.4,board,C2,3,P00062,,1.0
485.0659999999999,alight,C3,1,P00057,,4.0
485.0659999999999,alight,C3,1,P00058,,3.0
485.0659999999999,alight,C3,1,P00059,,2.0
485.0659999999999,alight,C3,1,P00060,,1.0
