time,call_id,passenger_id,origin_floor,destination_floor,car_id
3.862,CALL000001,P00001,6,1,C1
11.623,CALL000002,P00002,5,1,C1
15.436,CALL000003,P00003,4,1,C2
20.59,CALL000004,P00004,2,1,C2
37.436,CALL000005,P00005,7,1,C1
44.152,CALL000006,P00006,4,1,C1
47.544,CALL000007,P00007,2,1,C2
47.608,CALL000008,P00008,8,1,C1
51.772,CALL000009,P00009,7,1,C2
54.421,CALL000010,P00010,6,1,C3
54.44,CALL000011,P00011,3,1,C3
64.475,CALL000012,P00012,4,1,C2
77.692,CALL000013,P00013,4,1,C3
81.253,CALL000014,P00014,5,1,C1
94.799,CALL000015,P00015,5,1,C1
107.111,CALL000016,P00016,7,1,C2
113.338,CALL000017,P00017,5,1,C2
114.526,CALL000018,P00018,2,1,C1
126.692,CALL000019,P00019,5,1,C1
135.058,CALL000020,P00020,3,1,C2
138.723,CALL000021,P00021,3,1,C1
154.915,CALL000022,P00022,4,1,C2
167.277,CALL000023,P00023,7,1,C2
172.231,CALL000024,P00024,6,1,C2
174.27,CALL000025,P00025,6,1,C2
174.312,CALL000026,P00026,2,1,C1
185.948,CALL000027,P00027,7,1,C1
198.56,CALL000028,P00028,3,1,C1
200.742,CALL000029,P00029,6,1,C2
204.307,CALL000030,P00030,5,1,C3
206.147,CALL000031,P00031,2,1,C3
211.14,CALL000032,P00032,2,1,C2
222.555,CALL000033,P00033,7,1,C2
223.823,CALL000034,P00034,8,1,C1
228.268,CALL000035,P00035,6,1,C1
248.274,CALL000036,P00036,6,1,C3
249.232,CALL000037,P00037,5,1,C3
255.096,CALL000038,P00038,2,1,C2
257.773,CALL000039,P00039,6,1,C1
262.401,CALL000040,P00040,7,1,C1
287.385,CALL000041,P00041,4,1,C1
288.671,CALL000042,P00042,4,1,C2
294.711,CALL000043,P00043,3,1,C2
310.057,CALL000044,P00044,7,1,C1
311.646,CALL000045,P00045,6,1,C1
319.135,CALL000046,P00046,6,1,C1
319.811,CALL000047,P00047,6,1,C1
325.024,CALL000048,P00048,7,1,C1
335.493,CALL000049,P00049,6,1,C1
340.525,CALL000050,P00050,5,1,C1
359.672,CALL000051,P00051,2,1,C2
371.484,CALL000052,P00052,5,1,C1
378.953,CALL000053,P00053,5,1,C2
388.052,CALL000054,P00054,5,1,C1
417.593,CALL000055,P00055,7,1,C1
420.739,CALL000056,P00056,3,1,C2
426.513,CALL000057,P00057,7,1,C1
432.536,CALL000058,P00058,2,1,C1
434.475,CALL000059,P00059,8,1,C2
437.562,CALL000060,P00060,3,1,C3
438.482,CALL000061,P00061,3,1,C3
469.794,CALL000062,P00062,3,1,C1
482.504,CALL000063,P00063,7,1,C1
482.686,CALL000064,P00064,4,1,C2
484.607,CALL000065,P00065,7,1,C1
494.861,CALL000066,P00066,3,1,C1
495.047,CALL000067,P00067,4,1,C2
497.337,CALL000068,P00068,5,1,C2
500.778,CALL000069,P00069,8,1,C2
509.221,CALL000070,P00070,8,1,C2
516.575,CALL000071,P00071,3,1,C1
520.773,CALL000072,P00072,8,1,C2
522.657,CALL000073,P00073,8,1,C2
527.079,CALL000074,P00074,7,1,C2
527.143,CALL000075,P00075,4,1,C3
527.268,CALL000076,P00076,4,1,C3
528.675,CALL000077,P00077,2,1,C1
537.122,CALL000078,P00078,4,1,C3
538.336,CALL000079,P00079,6,1,C2
542.617,CALL000080,P00080,3,1,C3
544.633,CALL000081,P00081,8,1,C2
545.386,CALL000082,P00082,3,1,C1
550.535,CALL000083,P00083,8,1,C2
550.875,CALL000084,P00084,2,1,C3
561.873,CALL000085,P00085,8,1,C1
572.257,CALL000086,P00086,5,1,C1
576.743,CALL000087,P00087,3,1,C3
590.295,CALL000088,P00088,2,1,C3
597.194,CALL000089,P00089,5,1,C2
606.235,CALL000090,P00090,4,1,C1
610.929,CALL000091,P00091,6,1,C1
616.997,CALL000092,P00092,5,1,C3
633.027,CALL000093,P00093,5,1,C2
649.535,CALL000094,P00094,3,1,C2
662.853,CALL000095,P00095,6,1,C1
671.352,CALL000096,P00096,4,1,C1
680.709,CALL000097,P00097,4,1,C2
681.288,CALL000098,P00098,5,1,C1
689.394,CALL000099,P00099,3,1,C2
701.074,CALL000100,P00100,5,1,C1
706.303,CALL000101,P00101,5,1,C1
713.076,CALL000102,P00102,5,1,C2
719.84,CALL000103,P00103,6,1,C1
722.501,CALL000104,P00104,8,1,C2
724.122,CALL000105,P00105,4,1,C3
726.656,CALL000106,P00106,4,1,C3
730.986,CALL000107,P00107,2,1,C1
738.128,CALL000108,P00108,8,1,C2
741.881,CALL000109,P00109,3,1,C3
744.843,CALL000110,P00110,5,1,C1
752.401,CALL000111,P00111,5,1,C2
755.886,CALL000112,P00112,5,1,C2
771.297,CALL000113,P00113,2,1,C2
772.416,CALL000114,P00114,2,1,C3
791.855,CALL000115,P00115,4,1,C1
802.76,CALL000116,P00116,8,1,C1
808.043,CALL000117,P00117,4,1,C1
826.036,CALL000118,P00118,4,1,C2
832.425,CALL000119,P00119,4,1,C1
841.786,CALL000120,P00120,5,1,C1
853.952,CALL000121,P00121,5,1,C2
860.472,CALL000122,P00122,8,1,C1
880.674,CALL000123,P00123,6,1,C1
884.287,CALL000124,P00124,2,1,C2
908.05,CALL000125,P00125,3,1,C1
912.494,CALL000126,P00126,4,1,C2
919.692,CALL000127,P00127,3,1,C2
928.382,CALL000128,P00128,6,1,C3
937.705,CALL000129,P00129,2,1,C1
950.231,CALL000130,P00130,8,1,C3
955.236,CALL000131,P00131,7,1,C3
967.262,CALL000132,P00132,8,1,C1
982.445,CALL000133,P00133,3,1,C1
988.978,CALL000134,P00134,5,1,C3
1003.06,CALL000135,P00135,3,1,C2
1007.775,CALL000136,P00136,6,1,C3
1027.099,CALL000137,P00137,6,1,C1
1029.451,CALL000138,P00138,3,1,C1
1031.537,CALL000139,P00139,2,1,C2
1032.98,CALL000140,P00140,5,1,C3
1043.582,CALL000141,P00141,2,1,C2
1048.563,CALL000142,P00142,7,1,C3
1054.95,CALL000143,P00143,2,1,C2
1055.798,CALL000144,P00144,3,1,C1
1064.381,CALL000145,P00145,4,1,C1
1086.08,CALL000146,P00146,7,1,C3
1104.142,CALL000147,P00147,7,1,C1
1106.617,CALL000148,P00148,5,1,C1
1122.039,CALL000149,P00149,6,1,C3
1123.1,CALL000150,P00150,8,1,C3
1140.261,CALL000151,P00151,8,1,C1
1142.834,CALL000152,P00152,7,1,C1
1145.734,CALL000153,P00153,4,1,C2
1160.963,CALL000154,P00154,6,1,C2
1174.207,CALL000155,P00155,8,1,C1
1176.523,CALL000156,P00156,6,1,C1
1180.445,CALL000157,P00157,4,1,C2
1201.001,CALL000158,P00158,6,1,C1
1229.788,CALL000159,P00159,4,1,C1
1244.141,CALL000160,P00160,2,1,C1
1250.528,CALL000161,P00161,2,1,C2
1254.093,CALL000162,P00162,3,1,C2
1262.703,CALL000163,P00163,2,1,C1
1263.036,CALL000164,P00164,5,1,C2
1282.794,CALL000165,P00165,4,1,C2
1287.598,CALL000166,P00166,5,1,C1
1290.385,CALL000167,P00167,6,1,C1
1292.444,CALL000168,P00168,6,1,C2
1292.611,CALL000169,P00169,2,1,C3
1300.482,CALL000170,P00170,2,1,C3
1307.794,CALL000171,P00171,3,1,C2
1317.178,CALL000172,P00172,3,1,C3
1334.404,CALL000173,P00173,4,1,C3
1335.433,CALL000174,P00174,7,1,C3
1337.337,CALL000175,P00175,4,1,C1
1341.928,CALL000176,P00176,4,1,C2
1345.202,CALL000177,P00177,5,1,C1
1347.076,CALL000178,P00178,4,1,C1
1351.019,CALL000179,P00179,5,1,C2
1351.354,CALL000180,P00180,5,1,C2
1374.415,CALL000181,P00181,6,1,C3
1374.455,CALL000182,P00182,2,1,C1
1375.553,CALL000183,P00183,5,1,C3
1377.734,CALL000184,P00184,3,1,C1
1382.67,CALL000185,P00185,8,1,C1
1386.496,CALL000186,P00186,6,1,C2
1388.592,CALL000187,P00187,5,1,C2
1398.43,CALL000188,P00188,2,1,C1
1423.455,CALL000189,P00189,3,1,C2
1432.155,CALL000190,P00190,3,1,C2
1438.054,CALL000191,P00191,8,1,C2
1440.765,CALL000192,P00192,8,1,C2
1444.916,CALL000193,P00193,5,1,C1
1445.969,CALL000194,P00194,5,1,C3
1456.061,CALL000195,P00195,5,1,C1
1467.631,CALL000196,P00196,3,1,C1
1482.033,CALL000197,P00197,3,1,C2
1482.66,CALL000198,P00198,4,1,C1
1506.647,CALL000199,P00199,4,1,C1
1522.771,CALL000200,P00200,8,1,C1
1525.811,CALL000201,P00201,8,1,C1
1527.036,CALL000202,P00202,7,1,C1
1533.948,CALL000203,P00203,2,1,C2
1535.71,CALL000204,P00204,8,1,C2
1539.745,CALL000205,P00205,4,1,C3
1543.71,CALL000206,P00206,6,1,C2
1559.327,CALL000207,P00207,2,1,C3
1562.424,CALL000208,P00208,5,1,C1
1565.703,CALL000209,P00209,4,1,C3
1572.833,CALL000210,P00210,3,1,C3
1576.587,CALL000211,P00211,8,1,C2
1576.976,CALL000212,P00212,3,1,C3
1581.147,CALL000213,P00213,2,1,C3
1606.44,CALL000214,P00214,2,1,C2
1607.029,CALL000215,P00215,5,1,C1
1620.263,CALL000216,P00216,7,1,C2
1628.752,CALL000217,P00217,5,1,C1
1645.498,CALL000218,P00218,5,1,C2
1645.671,CALL000219,P00219,7,1,C2
1660.334,CALL000220,P00220,5,1,C1
1663.954,CALL000221,P00221,6,1,C2
1674.624,CALL000222,P00222,4,1,C1
1679.689,CALL000223,P00223,3,1,C2
1704.098,CALL000224,P00224,7,1,C1
1705.928,CALL000225,P00225,6,1,C1
1714.717,CALL000226,P00226,7,1,C2
1722.304,CALL000227,P00227,7,1,C1
1727.896,CALL000228,P00228,6,1,C2
1729.394,CALL000229,P00229,6,1,C3
1762.982,CALL000230,P00230,2,1,C1
1765.497,CALL000231,P00231,8,1,C1
1768.448,CALL000232,P00232,5,1,C2
1781.729,CALL000233,P00233,5,1,C2
1783.092,CALL000234,P00234,3,1,C1
1793.386,CALL000235,P00235,4,1,C2
1794.897,CALL000236,P00236,7,1,C1
1797.797,CALL000237,P00237,7,1,C1
1798.279,CALL000238,P00238,8,1,C1
1798.708,CALL000239,P00239,3,1,C3
1838.469,CALL000240,P00240,7,1,C1
