time,call_id,passenger_id,origin_floor,destination_floor,car_id
17.058,CALL000001,P00001,8,1,C3
22.643,CALL000002,P00002,8,1,C1
28.702,CALL000003,P00003,8,1,C2
32.918,CALL000004,P00004,3,1,C3
37.964,CALL000005,P00005,3,1,C1
62.569,CALL000006,P00006,8,1,C2
67.826,CALL000007,P00007,5,1,C2
69.973,CALL000008,P00008,8,1,C1
83.293,CALL000009,P00009,5,1,C1
109.074,CALL000010,P00010,5,1,C2
109.161,CALL000011,P00011,6,1,C2
114.337,CALL000012,P00012,5,1,C1
119.342,CALL000013,P00013,7,1,C3
124.273,CALL000014,P00014,8,1,C3
124.585,CALL000015,P00015,4,1,C1
131.999,CALL000016,P00016,3,1,C3
138.496,CALL000017,P00017,6,1,C2
140.627,CALL000018,P00018,5,1,C2
140.913,CALL000019,P00019,8,1,C3
145.972,CALL000020,P00020,4,1,C1
150.228,CALL000021,P00021,7,1,C3
151.678,CALL000022,P00022,3,1,C1
160.003,CALL000023,P00023,7,1,C3
165.787,CALL000024,P00024,2,1,C2
171.097,CALL000025,P00025,8,1,C3
177.164,CALL000026,P00026,8,1,C1
177.905,CALL000027,P00027,5,1,C2
202.433,CALL000028,P00028,5,1,C2
204.341,CALL000029,P00029,4,1,C2
220.75,CALL000030,P00030,5,1,C3
229.545,CALL000031,P00031,5,1,C1
229.842,CALL000032,P00032,2,1,C3
233.82,CALL000033,P00033,4,1,C2
235.953,CALL000034,P00034,7,1,C1
248.203,CALL000035,P00035,4,1,C1
256.926,CALL000036,P00036,5,1,C1
284.543,CALL000037,P00037,3,1,C1
292.27,CALL000038,P00038,3,1,C2
297.993,CALL000039,P00039,3,1,C3
307.911,CALL000040,P00040,4,1,C2
312.636,CALL000041,P00041,7,1,C2
313.52,CALL000042,P00042,5,1,C1
320.158,CALL000043,P00043,2,1,C1
344.52,CALL000044,P00044,6,1,C2
366.49,CALL000045,P00045,3,1,C2
368.061,CALL000046,P00046,4,1,C1
381.794,CALL000047,P00047,7,1,C1
387.189,CALL000048,P00048,5,1,C2
397.713,CALL000049,P00049,7,1,C3
399.878,CALL000050,P00050,2,1,C1
404.374,CALL000051,P00051,5,1,C3
404.713,CALL000052,P00052,5,1,C1
404.855,CALL000053,P00053,2,1,C2
406.825,CALL000054,P00054,7,1,C2
