timestamp,event_type,car_id,floor,passenger_id,direction,load
0.111,hall_call_assigned,C1,7,P00001,,
8.882,hall_call_assigned,C2,7,P00002,,
17.611,board,C1,7,P00001,,1.0
26.381999999999998,board,C2,7,P00002,,1.0
37.911,alight,C1,1,P00001,,0.0
42.315,hall_call_assigned,C1,2,P00003,,
46.121,hall_call_assigned,C1,6,P00004,,
46.681999999999995,alight,C2,1,P00002,,0.0
47.315,board,C1,2,P00003,,1.0
61.051,hall_call_assigned,C1,6,P00005,,
62.015,board,C1,6,P00004,,3.0
62.015,board,C1,6,P00005,,3.0
77.807,hall_call_assigned,C2,3,P00006,,
84.71499999999999,alight,C1,1,P00003,,2.0
84.71499999999999,alight,C1,1,P00004,,1.0
84.71499999999999,alight,C1,1,P00005,,0.0
85.307,board,C2,3,P00006,,1.0
90.626,hall_call_assigned,C1,2,P00007,,
95.252,hall_call_assigned,C1,6,P00008,,
95.607,alight,C2,1,P00006,,0.0
95.626,board,C1,2,P00007,,1.0
102.864,hall_call_assigned,C1,7,P00009,,
108.181,hall_call_assigned,C2,8,P00010,,
110.32600000000001,board,C1,6,P00008,,2.0
117.52600000000001,board,C1,7,P00009,,3.0
125.725,hall_call_assigned,C1,5,P00011,,
126.905,hall_call_assigned,C2,7,P00012,,
128.18099999999998,board,C2,8,P00010,,1.0
135.38099999999997,board,C2,7,P00012,,2.0
139.026,alight,C1,1,P00007,,2.0
139.026,alight,C1,1,P00008,,1.0
139.026,alight,C1,1,P00009,,0.0
144.46,hall_call_assigned,C1,4,P00013,,
149.371,hall_call_assigned,C3,3,P00014,,
153.026,board,C1,5,P00011,,1.0
156.28099999999995,alight,C2,1,P00010,,1.0
156.28099999999995,alight,C2,1,P00012,,0.0
156.871,board,C3,3,P00014,,1.0
160.813,hall_call_assigned,C1,4,P00015,,
160.226,board,C1,4,P00013,,2.0
163.926,board,C1,4,P00015,,3.0
166.945,hall_call_assigned,C2,2,P00016,,
167.171,alight,C3,1,P00014,,0.0
171.945,board,C2,2,P00016,,1.0
174.183,hall_call_assigned,C1,3,P00017,,
177.926,alight,C1,1,P00011,,2.0
177.926,alight,C1,1,P00013,,1.0
177.926,alight,C1,1,P00015,,0.0
179.74499999999998,alight,C2,1,P00016,,0.0
184.191,hall_call_assigned,C1,8,P00018,,
186.315,hall_call_assigned,C2,2,P00019,,
186.926,board,C1,3,P00017,,1.0
188.24,hall_call_assigned,C2,7,P00020,,
192.01,hall_call_assigned,C1,7,P00021,,
