time,call_id,passenger_id,origin_floor,destination_floor,car_id
11.608,CALL000001,P00001,6,1,C1
18.386,CALL000002,P00002,6,1,C2
20.311,CALL000003,P00003,3,1,C1
21.042,CALL000004,P00004,8,1,C1
32.773,CALL000005,P00005,8,1,C2
39.301,CALL000006,P00006,4,1,C2
50.159,CALL000007,P00007,7,1,C2
54.702,CALL000008,P00008,6,1,C2
55.086,CALL000009,P00009,7,1,C2
61.631,CALL000010,P00010,8,1,C3
61.739,CALL000011,P00011,2,1,C1
62.121,CALL000012,P00012,5,1,C3
69.439,CALL000013,P00013,2,1,C1
70.802,CALL000014,P00014,8,1,C1
71.078,CALL000015,P00015,4,1,C2
74.29,CALL000016,P00016,6,1,C2
82.001,CALL000017,P00017,6,1,C1
83.134,CALL000018,P00018,2,1,C1
96.708,CALL000019,P00019,5,1,C3
112.156,CALL000020,P00020,7,1,C2
117.17,CALL000021,P00021,3,1,C2
121.719,CALL000022,P00022,5,1,C2
125.863,CALL000023,P00023,6,1,C3
130.002,CALL000024,P00024,6,1,C3
135.123,CALL000025,P00025,2,1,C3
139.277,CALL000026,P00026,7,1,C1
141.775,CALL000027,P00027,6,1,C3
142.541,CALL000028,P00028,2,1,C3
143.088,CALL000029,P00029,2,1,C3
144.092,CALL000030,P00030,3,1,C1
153.365,CALL000031,P00031,7,1,C2
157.19,CALL000032,P00032,3,1,C3
164.39,CALL000033,P00033,3,1,C3
167.276,CALL000034,P00034,7,1,C3
167.953,CALL000035,P00035,4,1,C1
171.334,CALL000036,P00036,6,1,C1
184.773,CALL000037,P00037,8,1,C2
190.833,CALL000038,P00038,6,1,C1
195.977,CALL000039,P00039,8,1,C1
197.701,CALL000040,P00040,4,1,C3
217.904,CALL000041,P00041,3,1,C2
218.676,CALL000042,P00042,6,1,C3
223.554,CALL000043,P00043,4,1,C1
228.642,CALL000044,P00044,3,1,C1
231.607,CALL000045,P00045,6,1,C2
242.299,CALL000046,P00046,5,1,C2
243.226,CALL000047,P00047,3,1,C2
252.686,CALL000048,P00048,7,1,C3
271.714,CALL000049,P00049,8,1,C2
278.138,CALL000050,P00050,5,1,C3
284.76,CALL000051,P00051,8,1,C2
288.873,CALL000052,P00052,4,1,C3
295.51,CALL000053,P00053,8,1,C2
298.052,CALL000054,P00054,5,1,C2
302.591,CALL000055,P00055,4,1,C1
304.075,CALL000056,P00056,6,1,C1
304.3,CALL000057,P00057,6,1,C3
322.788,CALL000058,P00058,4,1,C1
328.645,CALL000059,P00059,7,1,C3
329.787,CALL000060,P00060,3,1,C1
333.518,CALL000061,P00061,5,1,C3
336.987,CALL000062,P00062,3,1,C1
338.254,CALL000063,P00063,4,1,C3
339.833,CALL000064,P00064,5,1,C2
343.645,CALL000065,P00065,7,1,C2
346.813,CALL000066,P00066,6,1,C1
358.547,CALL000067,P00067,8,1,C2
362.194,CALL000068,P00068,7,1,C2
363.208,CALL000069,P00069,4,1,C1
389.679,CALL000070,P00070,6,1,C2
408.833,CALL000071,P00071,3,1,C3
412.271,CALL000072,P00072,8,1,C1
422.391,CALL000073,P00073,2,1,C3
425.471,CALL000074,P00074,2,1,C1
450.007,CALL000075,P00075,6,1,C2
454.546,CALL000076,P00076,3,1,C3
455.075,CALL000077,P00077,7,1,C1
459.29,CALL000078,P00078,2,1,C2
478.64,CALL000079,P00079,8,1,C1
484.51,CALL000080,P00080,6,1,C1
484.613,CALL000081,P00081,6,1,C1
485.147,CALL000082,P00082,8,1,C1
495.757,CALL000083,P00083,3,1,C2
518.647,CALL000084,P00084,2,1,C3
523.77,CALL000085,P00085,2,1,C3
525.233,CALL000086,P00086,7,1,C3
528.621,CALL000087,P00087,2,1,C2
532.214,CALL000088,P00088,7,1,C2
551.715,CALL000089,P00089,2,1,C1
565.495,CALL000090,P00090,3,1,C1
568.575,CALL000091,P00091,8,1,C2
583.06,CALL000092,P00092,7,1,C1
592.806,CALL000093,P00093,8,1,C2
605.297,CALL000094,P00094,3,1,C3
624.935,CALL000095,P00095,6,1,C1
641.462,CALL000096,P00096,2,1,C3
642.844,CALL000097,P00097,5,1,C2
648.618,CALL000098,P00098,2,1,C2
650.297,CALL000099,P00099,3,1,C3
653.093,CALL000100,P00100,3,1,C3
668.531,CALL000101,P00101,2,1,C3
673.618,CALL000102,P00102,3,1,C1
674.16,CALL000103,P00103,3,1,C2
684.515,CALL000104,P00104,5,1,C1
731.235,CALL000105,P00105,8,1,C1
733.715,CALL000106,P00106,6,1,C1
767.241,CALL000107,P00107,7,1,C1
776.298,CALL000108,P00108,7,1,C1
801.87,CALL000109,P00109,6,1,C1
803.992,CALL000110,P00110,4,1,C3
808.482,CALL000111,P00111,5,1,C1
816.626,CALL000112,P00112,6,1,C3
832.655,CALL000113,P00113,2,1,C2
842.901,CALL000114,P00114,3,1,C2
843.175,CALL000115,P00115,2,1,C2
856.145,CALL000116,P00116,6,1,C3
858.478,CALL000117,P00117,7,1,C3
872.371,CALL000118,P00118,8,1,C1
872.797,CALL000119,P00119,6,1,C2
873.533,CALL000120,P00120,8,1,C2
878.956,CALL000121,P00121,2,1,C1
895.986,CALL000122,P00122,8,1,C1
897.578,CALL000123,P00123,7,1,C3
912.02,CALL000124,P00124,2,1,C2
912.726,CALL000125,P00125,8,1,C2
915.214,CALL000126,P00126,8,1,C2
927.228,CALL000127,P00127,2,1,C1
928.876,CALL000128,P00128,7,1,C1
930.343,CALL000129,P00129,3,1,C3
932.252,CALL000130,P00130,3,1,C3
935.023,CALL000131,P00131,3,1,C1
939.481,CALL000132,P00132,6,1,C3
943.195,CALL000133,P00133,2,1,C3
946.602,CALL000134,P00134,3,1,C3
947.353,CALL000135,P00135,6,1,C3
949.525,CALL000136,P00136,2,1,C3
953.289,CALL000137,P00137,7,1,C2
962.338,CALL000138,P00138,8,1,C1
962.782,CALL000139,P00139,5,1,C1
973.617,CALL000140,P00140,8,1,C2
974.872,CALL000141,P00141,5,1,C2
981.743,CALL000142,P00142,6,1,C3
996.054,CALL000143,P00143,5,1,C1
1011.126,CALL000144,P00144,7,1,C2
1020.659,CALL000145,P00145,4,1,C3
1021.715,CALL000146,P00146,6,1,C1
1022.371,CALL000147,P00147,6,1,C1
1030.519,CALL000148,P00148,5,1,C1
1054.522,CALL000149,P00149,8,1,C3
1061.207,CALL000150,P00150,2,1,C1
1062.571,CALL000151,P00151,6,1,C1
1067.39,CALL000152,P00152,4,1,C2
1074.199,CALL000153,P00153,5,1,C2
1076.015,CALL000154,P00154,8,1,C2
1083.781,CALL000155,P00155,7,1,C3
1113.69,CALL000156,P00156,3,1,C3
1120.065,CALL000157,P00157,8,1,C1
1124.322,CALL000158,P00158,5,1,C3
1152.194,CALL000159,P00159,7,1,C3
1155.317,CALL000160,P00160,6,1,C1
1175.249,CALL000161,P00161,4,1,C1
1195.819,CALL000162,P00162,6,1,C3
1208.073,CALL000163,P00163,4,1,C3
1211.489,CALL000164,P00164,5,1,C1
